insee_code,commune_name,department_code,region_code,display_name,is_arrondissement
61116,Sablons sur Huisne,61,28,Sablons sur Huisne (61),False
72264,Sablé-sur-Sarthe,72,52,Sablé-sur-Sarthe (72),False
31464,Sabonnères,31,76,Sabonnères (31),False
30225,Sabran,30,76,Sabran (30),False
40246,Sabres,40,75,Sabres (40),False
31465,Saccourvielle,31,76,Saccourvielle (31),False
50443,Sacey,50,28,Sacey (50),False
62732,Sachin,62,32,Sachin (62),False
08375,Sachy,08,44,Sachy (08),False
37205,Saché,37,24,Saché (37),False
36177,Sacierges-Saint-Martin,36,24,Sacierges-Saint-Martin (36),False
91533,Saclas,91,11,Saclas (91),False
91534,Saclay,91,11,Saclay (91),False
02667,Saconin-et-Breuil,02,32,Saconin-et-Breuil (02),False
65382,Sacoué,65,76,Sacoué (65),False
21536,Sacquenay,21,27,Sacquenay (21),False
27504,Sacquenville,27,28,Sacquenville (27),False
51471,Sacy,51,44,Sacy (51),False
60562,Sacy-le-Grand,60,32,Sacy-le-Grand (60),False
60563,Sacy-le-Petit,60,32,Sacy-le-Petit (60),False
53195,Sacé,53,52,Sacé (53),False
32355,Sadeillan,32,76,Sadeillan (32),False
24359,Sadillac,24,75,Sadillac (24),False
33363,Sadirac,33,75,Sadirac (33),False
65383,Sadournin,65,76,Sadournin (65),False
19178,Sadroc,19,75,Sadroc (19),False
67423,Saessolsheim,67,44,Saessolsheim (67),False
54468,Saffais,54,44,Saffais (54),False
39473,Saffloz,39,27,Saffloz (39),False
21537,Saffres,21,27,Saffres (21),False
44149,Saffré,44,52,Saffré (44),False
24360,Sagelat,24,75,Sagelat (24),False
23166,Sagnat,23,75,Sagnat (23),False
07203,Sagnes-et-Goudoulet,07,84,Sagnes-et-Goudoulet (07),False
18195,Sagonne,18,24,Sagonne (18),False
71379,Sagy,71,27,Sagy (71),False
95535,Sagy,95,11,Sagy (95),False
66166,Sahorre,66,76,Sahorre (66),False
26288,Sahune,26,84,Sahune (26),False
76550,Sahurs,76,28,Sahurs (76),False
61358,Sai,61,28,Sai (61),False
15169,Saignes,15,84,Saignes (15),False
46246,Saignes,46,76,Saignes (46),False
80691,Saigneville,80,32,Saigneville (80),False
84105,Saignon,84,93,Saignon (84),False
31466,Saiguède,31,76,Saiguède (31),False
42194,Sail-les-Bains,42,84,Sail-les-Bains (42),False
42195,Sail-sous-Couzan,42,84,Sail-sous-Couzan (42),False
65384,Sailhan,65,76,Sailhan (65),False
19179,Saillac,19,75,Saillac (19),False
46247,Saillac,46,76,Saillac (46),False
66167,Saillagouse,66,76,Saillagouse (66),False
26289,Saillans,26,84,Saillans (26),False
33364,Saillans,33,75,Saillans (33),False
63309,Saillant,63,84,Saillant (63),False
87131,Saillat-sur-Vienne,87,75,Saillat-sur-Vienne (87),False
71380,Saillenard,71,27,Saillenard (71),False
08376,Sailly,08,44,Sailly (08),False
52443,Sailly,52,44,Sailly (52),False
71381,Sailly,71,27,Sailly (71),False
78536,Sailly,78,11,Sailly (78),False
57605,Sailly-Achâtel,57,44,Sailly-Achâtel (57),False
80692,Sailly-Flibeaucourt,80,32,Sailly-Flibeaucourt (80),False
62735,Sailly-Labourse,62,32,Sailly-Labourse (62),False
80693,Sailly-Laurette,80,32,Sailly-Laurette (80),False
80695,Sailly-Saillisel,80,32,Sailly-Saillisel (80),False
62733,Sailly-au-Bois,62,32,Sailly-au-Bois (62),False
62734,Sailly-en-Ostrevent,62,32,Sailly-en-Ostrevent (62),False
80694,Sailly-le-Sec,80,32,Sailly-le-Sec (80),False
59521,Sailly-lez-Cambrai,59,32,Sailly-lez-Cambrai (59),False
59522,Sailly-lez-Lannoy,59,32,Sailly-lez-Lannoy (59),False
62736,Sailly-sur-la-Lys,62,32,Sailly-sur-la-Lys (62),False
69171,Sain-Bel,69,84,Sain-Bel (69),False
58225,Saincaize-Meauce,58,27,Saincaize-Meauce (58),False
59523,Sainghin-en-Mélantois,59,32,Sainghin-en-Mélantois (59),False
59524,Sainghin-en-Weppes,59,32,Sainghin-en-Weppes (59),False
76551,Sainneville,76,28,Sainneville (76),False
89331,Sainpuits,89,27,Sainpuits (89),False
35248,Sains,35,53,Sains (35),False
60564,Sains-Morainvillers,60,32,Sains-Morainvillers (60),False
02668,Sains-Richaumont,02,32,Sains-Richaumont (02),False
59525,Sains-du-Nord,59,32,Sains-du-Nord (59),False
80696,Sains-en-Amiénois,80,32,Sains-en-Amiénois (80),False
62737,Sains-en-Gohelle,62,32,Sains-en-Gohelle (62),False
62738,Sains-lès-Fressin,62,32,Sains-lès-Fressin (62),False
62739,Sains-lès-Marquion,62,32,Sains-lès-Marquion (62),False
62740,Sains-lès-Pernes,62,32,Sains-lès-Pernes (62),False
38359,Saint Antoine l'Abbaye,38,84,Saint Antoine l'Abbaye (38),False
24376,Saint Aulaye-Puymangou,24,75,Saint Aulaye-Puymangou (24),False
48139,Saint Bonnet-Laval,48,76,Saint Bonnet-Laval (48),False
73235,Saint François Longchamp,73,84,Saint François Longchamp (73),False
12224,Saint Geniez d'Olt et d'Aubrac,12,76,Saint Geniez d'Olt et d'Aubrac (12),False
46268,Saint Géry-Vers,46,76,Saint Géry-Vers (46),False
76289,Saint Martin de l'If,76,28,Saint Martin de l'If (76),False
79280,Saint Maurice Étusson,79,75,Saint Maurice Étusson (79),False
24490,Saint Privat en Périgord,24,75,Saint Privat en Périgord (24),False
64469,Saint-Abit,64,75,Saint-Abit (64),False
56202,Saint-Abraham,56,53,Saint-Abraham (56),False
80697,Saint-Acheul,80,32,Saint-Acheul (80),False
16293,Saint-Adjutory,16,75,Saint-Adjutory (16),False
22271,Saint-Adrien,22,53,Saint-Adrien (22),False
12208,Saint-Affrique,12,76,Saint-Affrique (12),False
81235,Saint-Affrique-les-Montagnes,81,76,Saint-Affrique-les-Montagnes (81),False
22272,Saint-Agathon,22,53,Saint-Agathon (22),False
58226,Saint-Agnan,58,27,Saint-Agnan (58),False
71382,Saint-Agnan,71,27,Saint-Agnan (71),False
81236,Saint-Agnan,81,76,Saint-Agnan (81),False
89332,Saint-Agnan,89,27,Saint-Agnan (89),False
27505,Saint-Agnan-de-Cernières,27,28,Saint-Agnan-de-Cernières (27),False
26290,Saint-Agnan-en-Vercors,26,84,Saint-Agnan-en-Vercors (26),False
61360,Saint-Agnan-sur-Sarthe,61,28,Saint-Agnan-sur-Sarthe (61),False
17308,Saint-Agnant,17,75,Saint-Agnant (17),False
23177,Saint-Agnant-de-Versillat,23,75,Saint-Agnant-de-Versillat (23),False
23178,Saint-Agnant-près-Crocq,23,75,Saint-Agnant-près-Crocq (23),False
24361,Saint-Agne,24,75,Saint-Agne (24),False
40247,Saint-Agnet,40,75,Saint-Agnet (40),False
38351,Saint-Agnin-sur-Bion,38,84,Saint-Agnin-sur-Bion (38),False
63311,Saint-Agoulin,63,84,Saint-Agoulin (63),False
07204,Saint-Agrève,07,84,Saint-Agrève (07),False
08377,Saint-Aignan,08,44,Saint-Aignan (08),False
33365,Saint-Aignan,33,75,Saint-Aignan (33),False
41198,Saint-Aignan,41,24,Saint-Aignan (41),False
56203,Saint-Aignan,56,53,Saint-Aignan (56),False
72265,Saint-Aignan,72,52,Saint-Aignan (72),False
82152,Saint-Aignan,82,76,Saint-Aignan (82),False
44150,Saint-Aignan-Grandlieu,44,52,Saint-Aignan-Grandlieu (44),False
53196,Saint-Aignan-de-Couptrain,53,52,Saint-Aignan-de-Couptrain (53),False
18196,Saint-Aignan-des-Noyers,18,24,Saint-Aignan-des-Noyers (18),False
45268,Saint-Aignan-le-Jaillard,45,24,Saint-Aignan-le-Jaillard (45),False
53197,Saint-Aignan-sur-Roë,53,52,Saint-Aignan-sur-Roë (53),False
76554,Saint-Aignan-sur-Ry,76,28,Saint-Aignan-sur-Ry (76),False
36178,Saint-Aigny,36,24,Saint-Aigny (36),False
17309,Saint-Aigulin,17,75,Saint-Aigulin (17),False
54469,Saint-Ail,54,44,Saint-Ail (54),False
71383,Saint-Albain,71,27,Saint-Albain (71),False
01331,Saint-Alban,01,84,Saint-Alban (01),False
22273,Saint-Alban,22,53,Saint-Alban (22),False
31467,Saint-Alban,31,76,Saint-Alban (31),False
07207,Saint-Alban-Auriolles,07,84,Saint-Alban-Auriolles (07),False
73222,Saint-Alban-Leysse,73,84,Saint-Alban-Leysse (73),False
07205,Saint-Alban-d'Ay,07,84,Saint-Alban-d'Ay (07),False
73220,Saint-Alban-d'Hurtières,73,84,Saint-Alban-d'Hurtières (73),False
73219,Saint-Alban-de-Montbel,73,84,Saint-Alban-de-Montbel (73),False
38352,Saint-Alban-de-Roche,38,84,Saint-Alban-de-Roche (38),False
73221,Saint-Alban-des-Villards,73,84,Saint-Alban-des-Villards (73),False
38353,Saint-Alban-du-Rhône,38,84,Saint-Alban-du-Rhône (38),False
07206,Saint-Alban-en-Montagne,07,84,Saint-Alban-en-Montagne (07),False
42198,Saint-Alban-les-Eaux,42,84,Saint-Alban-les-Eaux (42),False
48132,Saint-Alban-sur-Limagnole,48,76,Saint-Alban-sur-Limagnole (48),False
38354,Saint-Albin-de-Vaulserre,38,84,Saint-Albin-de-Vaulserre (38),False
30226,Saint-Alexandre,30,76,Saint-Alexandre (30),False
02670,Saint-Algis,02,32,Saint-Algis (02),False
56204,Saint-Allouestre,56,53,Saint-Allouestre (56),False
23179,Saint-Alpinien,23,75,Saint-Alpinien (23),False
63312,Saint-Alyre-d'Arlanc,63,84,Saint-Alyre-d'Arlanc (63),False
63313,Saint-Alyre-ès-Montagne,63,84,Saint-Alyre-ès-Montagne (63),False
09254,Saint-Amadou,09,76,Saint-Amadou (09),False
81237,Saint-Amancet,81,76,Saint-Amancet (81),False
23180,Saint-Amand,23,75,Saint-Amand (23),False
62741,Saint-Amand,62,32,Saint-Amand (62),False
23181,Saint-Amand-Jartoudeix,23,75,Saint-Amand-Jartoudeix (23),False
41199,Saint-Amand-Longpré,41,24,Saint-Amand-Longpré (41),False
87133,Saint-Amand-Magnazeix,87,75,Saint-Amand-Magnazeix (87),False
18197,Saint-Amand-Montrond,18,24,Saint-Amand-Montrond (18),False
50444,Saint-Amand-Villages,50,28,Saint-Amand-Villages (50),False
24365,Saint-Amand-de-Vergt,24,75,Saint-Amand-de-Vergt (24),False
58227,Saint-Amand-en-Puisaye,58,27,Saint-Amand-en-Puisaye (58),False
87132,Saint-Amand-le-Petit,87,75,Saint-Amand-le-Petit (87),False
59526,Saint-Amand-les-Eaux,59,32,Saint-Amand-les-Eaux (59),False
51472,Saint-Amand-sur-Fion,51,44,Saint-Amand-sur-Fion (51),False
55452,Saint-Amand-sur-Ornain,55,44,Saint-Amand-sur-Ornain (55),False
79235,Saint-Amand-sur-Sèvre,79,75,Saint-Amand-sur-Sèvre (79),False
15170,Saint-Amandin,15,84,Saint-Amandin (15),False
11331,Saint-Amans,11,76,Saint-Amans (11),False
81238,Saint-Amans-Soult,81,76,Saint-Amans-Soult (81),False
81239,Saint-Amans-Valtoret,81,76,Saint-Amans-Valtoret (81),False
82154,Saint-Amans-de-Pellagal,82,76,Saint-Amans-de-Pellagal (82),False
12209,Saint-Amans-des-Cots,12,76,Saint-Amans-des-Cots (12),False
82153,Saint-Amans-du-Pech,82,76,Saint-Amans-du-Pech (82),False
63314,Saint-Amant-Roche-Savine,63,84,Saint-Amant-Roche-Savine (63),False
63315,Saint-Amant-Tallende,63,84,Saint-Amant-Tallende (63),False
16295,Saint-Amant-de-Boixe,16,75,Saint-Amant-de-Boixe (16),False
16298,Saint-Amant-de-Nouère,16,75,Saint-Amant-de-Nouère (16),False
68292,Saint-Amarin,68,44,Saint-Amarin (68),False
71384,Saint-Ambreuil,71,27,Saint-Ambreuil (71),False
18198,Saint-Ambroix,18,24,Saint-Ambroix (18),False
30227,Saint-Ambroix,30,76,Saint-Ambroix (30),False
39475,Saint-Amour,39,27,Saint-Amour (39),False
71385,Saint-Amour-Bellevue,71,27,Saint-Amour-Bellevue (71),False
88409,Saint-Amé,88,44,Saint-Amé (88),False
58228,Saint-Andelain,58,27,Saint-Andelain (58),False
21538,Saint-Andeux,21,27,Saint-Andeux (21),False
13089,Saint-Andiol,13,93,Saint-Andiol (13),False
33370,Saint-Androny,33,75,Saint-Androny (33),False
31468,Saint-André,31,76,Saint-André (31),False
32356,Saint-André,32,76,Saint-André (32),False
66168,Saint-André,66,76,Saint-André (66),False
73223,Saint-André,73,84,Saint-André (73),False
81240,Saint-André,81,76,Saint-André (81),False
97409,Saint-André,974,04,Saint-André (974),False
48135,Saint-André-Capcèze,48,76,Saint-André-Capcèze (48),False
60565,Saint-André-Farivillers,60,32,Saint-André-Farivillers (60),False
85196,Saint-André-Goule-d'Oie,85,52,Saint-André-Goule-d'Oie (85),False
07213,Saint-André-Lachamp,07,84,Saint-André-Lachamp (07),False
24366,Saint-André-d'Allas,24,75,Saint-André-d'Allas (24),False
42199,Saint-André-d'Apchon,42,84,Saint-André-d'Apchon (42),False
05128,Saint-André-d'Embrun,05,93,Saint-André-d'Embrun (05),False
01334,Saint-André-d'Huiriat,01,84,Saint-André-d'Huiriat (01),False
14555,Saint-André-d'Hébertot,14,28,Saint-André-d'Hébertot (14),False
30232,Saint-André-d'Olérargues,30,76,Saint-André-d'Olérargues (30),False
50445,Saint-André-de-Bohon,50,28,Saint-André-de-Bohon (50),False
74226,Saint-André-de-Boëge,74,84,Saint-André-de-Boëge (74),False
61361,Saint-André-de-Briouze,61,28,Saint-André-de-Briouze (61),False
34238,Saint-André-de-Buèges,34,76,Saint-André-de-Buèges (34),False
01332,Saint-André-de-Bâgé,01,84,Saint-André-de-Bâgé (01),False
43166,Saint-André-de-Chalencon,43,84,Saint-André-de-Chalencon (43),False
01333,Saint-André-de-Corcy,01,84,Saint-André-de-Corcy (01),False
07211,Saint-André-de-Cruzières,07,84,Saint-André-de-Cruzières (07),False
33366,Saint-André-de-Cubzac,33,75,Saint-André-de-Cubzac (33),False
24367,Saint-André-de-Double,24,75,Saint-André-de-Double (24),False
48136,Saint-André-de-Lancize,48,76,Saint-André-de-Lancize (48),False
17310,Saint-André-de-Lidon,17,75,Saint-André-de-Lidon (17),False
30229,Saint-André-de-Majencoules,30,76,Saint-André-de-Majencoules (30),False
61362,Saint-André-de-Messei,61,28,Saint-André-de-Messei (61),False
12210,Saint-André-de-Najac,12,76,Saint-André-de-Najac (12),False
11332,Saint-André-de-Roquelongue,11,76,Saint-André-de-Roquelongue (11),False
30230,Saint-André-de-Roquepertuis,30,76,Saint-André-de-Roquepertuis (30),False
05129,Saint-André-de-Rosans,05,93,Saint-André-de-Rosans (05),False
34239,Saint-André-de-Sangonis,34,76,Saint-André-de-Sangonis (34),False
40248,Saint-André-de-Seignanx,40,75,Saint-André-de-Seignanx (40),False
30231,Saint-André-de-Valborgne,30,76,Saint-André-de-Valborgne (30),False
12211,Saint-André-de-Vézines,12,76,Saint-André-de-Vézines (12),False
27507,Saint-André-de-l'Eure,27,28,Saint-André-de-l'Eure (27),False
50446,Saint-André-de-l'Épine,50,28,Saint-André-de-l'Épine (50),False
06114,Saint-André-de-la-Roche,06,93,Saint-André-de-la-Roche (06),False
22274,Saint-André-des-Eaux,22,53,Saint-André-des-Eaux (22),False
44151,Saint-André-des-Eaux,44,52,Saint-André-des-Eaux (44),False
33367,Saint-André-du-Bois,33,75,Saint-André-du-Bois (33),False
55453,Saint-André-en-Barrois,55,44,Saint-André-en-Barrois (55),False
71386,Saint-André-en-Bresse,71,27,Saint-André-en-Bresse (71),False
58229,Saint-André-en-Morvan,58,27,Saint-André-en-Morvan (58),False
38356,Saint-André-en-Royans,38,84,Saint-André-en-Royans (38),False
89333,Saint-André-en-Terre-Plaine,89,27,Saint-André-en-Terre-Plaine (89),False
07212,Saint-André-en-Vivarais,07,84,Saint-André-en-Vivarais (07),False
33369,Saint-André-et-Appelles,33,75,Saint-André-et-Appelles (33),False
69180,Saint-André-la-Côte,69,84,Saint-André-la-Côte (69),False
01335,Saint-André-le-Bouchoux,01,84,Saint-André-le-Bouchoux (01),False
63317,Saint-André-le-Coq,63,84,Saint-André-le-Coq (63),False
71387,Saint-André-le-Désert,71,27,Saint-André-le-Désert (71),False
38357,Saint-André-le-Gaz,38,84,Saint-André-le-Gaz (38),False
42200,Saint-André-le-Puy,42,84,Saint-André-le-Puy (42),False
04173,Saint-André-les-Alpes,04,93,Saint-André-les-Alpes (04),False
10333,Saint-André-les-Vergers,10,44,Saint-André-les-Vergers (10),False
59527,Saint-André-lez-Lille,59,32,Saint-André-lez-Lille (59),False
76555,Saint-André-sur-Cailly,76,28,Saint-André-sur-Cailly (76),False
14556,Saint-André-sur-Orne,14,28,Saint-André-sur-Orne (14),False
79236,Saint-André-sur-Sèvre,79,75,Saint-André-sur-Sèvre (79),False
01336,Saint-André-sur-Vieux-Jonc,01,84,Saint-André-sur-Vieux-Jonc (01),False
26291,Saint-Andéol,26,84,Saint-Andéol (26),False
38355,Saint-Andéol,38,84,Saint-Andéol (38),False
07208,Saint-Andéol-de-Berg,07,84,Saint-Andéol-de-Berg (07),False
07209,Saint-Andéol-de-Fourchades,07,84,Saint-Andéol-de-Fourchades (07),False
07210,Saint-Andéol-de-Vals,07,84,Saint-Andéol-de-Vals (07),False
28323,Saint-Ange-et-Torçay,28,24,Saint-Ange-et-Torçay (28),False
03217,Saint-Angel,03,84,Saint-Angel (03),False
19180,Saint-Angel,19,75,Saint-Angel (19),False
63318,Saint-Angel,63,84,Saint-Angel (63),False
21539,Saint-Anthot,21,27,Saint-Anthot (21),False
63319,Saint-Anthème,63,84,Saint-Anthème (63),False
15172,Saint-Antoine,15,84,Saint-Antoine (15),False
25514,Saint-Antoine,25,27,Saint-Antoine (25),False
32358,Saint-Antoine,32,76,Saint-Antoine (32),False
24370,Saint-Antoine-de-Breuilh,24,75,Saint-Antoine-de-Breuilh (24),False
47228,Saint-Antoine-de-Ficalba,47,75,Saint-Antoine-de-Ficalba (47),False
33372,Saint-Antoine-du-Queyret,33,75,Saint-Antoine-du-Queyret (33),False
37206,Saint-Antoine-du-Rocher,37,24,Saint-Antoine-du-Rocher (37),False
76556,Saint-Antoine-la-Forêt,76,28,Saint-Antoine-la-Forêt (76),False
33373,Saint-Antoine-sur-l'Isle,33,75,Saint-Antoine-sur-l'Isle (33),False
06115,Saint-Antonin,06,93,Saint-Antonin (06),False
32359,Saint-Antonin,32,76,Saint-Antonin (32),False
82155,Saint-Antonin-Noble-Val,82,76,Saint-Antonin-Noble-Val (82),False
27508,Saint-Antonin-de-Sommaire,27,28,Saint-Antonin-de-Sommaire (27),False
83154,Saint-Antonin-du-Var,83,93,Saint-Antonin-du-Var (83),False
13090,Saint-Antonin-sur-Bayon,13,93,Saint-Antonin-sur-Bayon (13),False
36179,Saint-Aoustrille,36,24,Saint-Aoustrille (36),False
36180,Saint-Août,36,24,Saint-Août (36),False
05130,Saint-Apollinaire,05,93,Saint-Apollinaire (05),False
21540,Saint-Apollinaire,21,27,Saint-Apollinaire (21),False
07214,Saint-Apollinaire-de-Rias,07,84,Saint-Apollinaire-de-Rias (07),False
69181,Saint-Appolinaire,69,84,Saint-Appolinaire (69),False
38360,Saint-Appolinard,38,84,Saint-Appolinard (38),False
42201,Saint-Appolinard,42,84,Saint-Appolinard (42),False
24371,Saint-Aquilin,24,75,Saint-Aquilin (24),False
61363,Saint-Aquilin-de-Corbion,61,28,Saint-Aquilin-de-Corbion (61),False
31469,Saint-Araille,31,76,Saint-Araille (31),False
32360,Saint-Arailles,32,76,Saint-Arailles (32),False
43167,Saint-Arcons-d'Allier,43,84,Saint-Arcons-d'Allier (43),False
43168,Saint-Arcons-de-Barges,43,84,Saint-Arcons-de-Barges (43),False
38361,Saint-Arey,38,84,Saint-Arey (38),False
35250,Saint-Armel,35,53,Saint-Armel (35),False
56205,Saint-Armel,56,53,Saint-Armel (56),False
64470,Saint-Armou,64,75,Saint-Armou (64),False
66169,Saint-Arnac,66,76,Saint-Arnac (66),False
14557,Saint-Arnoult,14,28,Saint-Arnoult (14),False
41201,Saint-Arnoult,41,24,Saint-Arnoult (41),False
60566,Saint-Arnoult,60,32,Saint-Arnoult (60),False
76557,Saint-Arnoult,76,28,Saint-Arnoult (76),False
28324,Saint-Arnoult-des-Bois,28,24,Saint-Arnoult-des-Bois (28),False
78537,Saint-Arnoult-en-Yvelines,78,11,Saint-Arnoult-en-Yvelines (78),False
32361,Saint-Arroman,32,76,Saint-Arroman (32),False
65385,Saint-Arroman,65,76,Saint-Arroman (65),False
82156,Saint-Arroumex,82,76,Saint-Arroumex (82),False
24372,Saint-Astier,24,75,Saint-Astier (24),False
47229,Saint-Astier,47,75,Saint-Astier (47),False
06116,Saint-Auban,06,93,Saint-Auban (06),False
05131,Saint-Auban-d'Oze,05,93,Saint-Auban-d'Oze (05),False
26292,Saint-Auban-sur-l'Ouvèze,26,84,Saint-Auban-sur-l'Ouvèze (26),False
59528,Saint-Aubert,59,32,Saint-Aubert (59),False
02671,Saint-Aubin,02,32,Saint-Aubin (02),False
10334,Saint-Aubin,10,44,Saint-Aubin (10),False
21541,Saint-Aubin,21,27,Saint-Aubin (21),False
36181,Saint-Aubin,36,24,Saint-Aubin (36),False
39476,Saint-Aubin,39,27,Saint-Aubin (39),False
40249,Saint-Aubin,40,75,Saint-Aubin (40),False
47230,Saint-Aubin,47,75,Saint-Aubin (47),False
59529,Saint-Aubin,59,32,Saint-Aubin (59),False
62742,Saint-Aubin,62,32,Saint-Aubin (62),False
91538,Saint-Aubin,91,11,Saint-Aubin (91),False
76558,Saint-Aubin-Celloville,76,28,Saint-Aubin-Celloville (76),False
53199,Saint-Aubin-Fosse-Louvain,53,52,Saint-Aubin-Fosse-Louvain (53),False
80698,Saint-Aubin-Montenoy,80,32,Saint-Aubin-Montenoy (80),False
80699,Saint-Aubin-Rivière,80,32,Saint-Aubin-Rivière (80),False
76563,Saint-Aubin-Routot,76,28,Saint-Aubin-Routot (76),False
61365,Saint-Aubin-d'Appenai,61,28,Saint-Aubin-d'Appenai (61),False
14558,Saint-Aubin-d'Arquenay,14,28,Saint-Aubin-d'Arquenay (14),False
35251,Saint-Aubin-d'Aubigné,35,53,Saint-Aubin-d'Aubigné (35),False
27511,Saint-Aubin-d'Écrosville,27,28,Saint-Aubin-d'Écrosville (27),False
33374,Saint-Aubin-de-Blaye,33,75,Saint-Aubin-de-Blaye (33),False
61366,Saint-Aubin-de-Bonneval,61,28,Saint-Aubin-de-Bonneval (61),False
33375,Saint-Aubin-de-Branne,33,75,Saint-Aubin-de-Branne (33),False
24373,Saint-Aubin-de-Cadelech,24,75,Saint-Aubin-de-Cadelech (24),False
61367,Saint-Aubin-de-Courteraie,61,28,Saint-Aubin-de-Courteraie (61),False
76559,Saint-Aubin-de-Crétot,76,28,Saint-Aubin-de-Crétot (76),False
24374,Saint-Aubin-de-Lanquais,24,75,Saint-Aubin-de-Lanquais (24),False
72266,Saint-Aubin-de-Locquenay,72,52,Saint-Aubin-de-Locquenay (72),False
33376,Saint-Aubin-de-Médoc,33,75,Saint-Aubin-de-Médoc (33),False
24375,Saint-Aubin-de-Nabirat,24,75,Saint-Aubin-de-Nabirat (24),False
27512,Saint-Aubin-de-Scellon,27,28,Saint-Aubin-de-Scellon (27),False
50448,Saint-Aubin-de-Terregatte,50,28,Saint-Aubin-de-Terregatte (50),False
14559,Saint-Aubin-des-Bois,14,28,Saint-Aubin-des-Bois (14),False
28325,Saint-Aubin-des-Bois,28,24,Saint-Aubin-des-Bois (28),False
58230,Saint-Aubin-des-Chaumes,58,27,Saint-Aubin-des-Chaumes (58),False
44153,Saint-Aubin-des-Châteaux,44,52,Saint-Aubin-des-Châteaux (44),False
72267,Saint-Aubin-des-Coudrais,72,52,Saint-Aubin-des-Coudrais (72),False
35252,Saint-Aubin-des-Landes,35,53,Saint-Aubin-des-Landes (35),False
85198,Saint-Aubin-des-Ormeaux,85,52,Saint-Aubin-des-Ormeaux (85),False
50447,Saint-Aubin-des-Préaux,50,28,Saint-Aubin-des-Préaux (50),False
35253,Saint-Aubin-du-Cormier,35,53,Saint-Aubin-du-Cormier (35),False
53198,Saint-Aubin-du-Désert,53,52,Saint-Aubin-du-Désert (53),False
79238,Saint-Aubin-du-Plain,79,75,Saint-Aubin-du-Plain (79),False
27514,Saint-Aubin-du-Thenney,27,28,Saint-Aubin-du-Thenney (27),False
60567,Saint-Aubin-en-Bray,60,32,Saint-Aubin-en-Bray (60),False
71388,Saint-Aubin-en-Charollais,71,27,Saint-Aubin-en-Charollais (71),False
85199,Saint-Aubin-la-Plaine,85,52,Saint-Aubin-la-Plaine (85),False
76562,Saint-Aubin-le-Cauf,76,28,Saint-Aubin-le-Cauf (76),False
79239,Saint-Aubin-le-Cloud,79,75,Saint-Aubin-le-Cloud (79),False
37207,Saint-Aubin-le-Dépeint,37,24,Saint-Aubin-le-Dépeint (37),False
03218,Saint-Aubin-le-Monial,03,84,Saint-Aubin-le-Monial (03),False
58231,Saint-Aubin-les-Forges,58,27,Saint-Aubin-les-Forges (58),False
76561,Saint-Aubin-lès-Elbeuf,76,28,Saint-Aubin-lès-Elbeuf (76),False
60568,Saint-Aubin-sous-Erquery,60,32,Saint-Aubin-sous-Erquery (60),False
55454,Saint-Aubin-sur-Aire,55,44,Saint-Aubin-sur-Aire (55),False
27517,Saint-Aubin-sur-Gaillon,27,28,Saint-Aubin-sur-Gaillon (27),False
71389,Saint-Aubin-sur-Loire,71,27,Saint-Aubin-sur-Loire (71),False
14562,Saint-Aubin-sur-Mer,14,28,Saint-Aubin-sur-Mer (14),False
76564,Saint-Aubin-sur-Mer,76,28,Saint-Aubin-sur-Mer (76),False
27518,Saint-Aubin-sur-Quillebeuf,27,28,Saint-Aubin-sur-Quillebeuf (27),False
76565,Saint-Aubin-sur-Scie,76,28,Saint-Aubin-sur-Scie (76),False
89335,Saint-Aubin-sur-Yonne,89,27,Saint-Aubin-sur-Yonne (89),False
76560,Saint-Aubin-Épinay,76,28,Saint-Aubin-Épinay (76),False
17311,Saint-Augustin,17,75,Saint-Augustin (17),False
19181,Saint-Augustin,19,75,Saint-Augustin (19),False
62691,Saint-Augustin,62,32,Saint-Augustin (62),False
77400,Saint-Augustin,77,11,Saint-Augustin (77),False
49266,Saint-Augustin-des-Bois,49,52,Saint-Augustin-des-Bois (49),False
19182,Saint-Aulaire,19,75,Saint-Aulaire (19),False
16301,Saint-Aulais-la-Chapelle,16,75,Saint-Aulais-la-Chapelle (16),False
32362,Saint-Aunix-Lengros,32,76,Saint-Aunix-Lengros (32),False
34240,Saint-Aunès,34,76,Saint-Aunès (34),False
38362,Saint-Aupre,38,84,Saint-Aupre (38),False
43169,Saint-Austremoine,43,84,Saint-Austremoine (43),False
87135,Saint-Auvent,87,75,Saint-Auvent (87),False
85200,Saint-Avaugourd-des-Landes,85,52,Saint-Avaugourd-des-Landes (85),False
31470,Saint-Aventin,31,76,Saint-Aventin (31),False
37208,Saint-Avertin,37,24,Saint-Avertin (37),False
16302,Saint-Avit,16,75,Saint-Avit (16),False
26293,Saint-Avit,26,84,Saint-Avit (26),False
40250,Saint-Avit,40,75,Saint-Avit (40),False
47231,Saint-Avit,47,75,Saint-Avit (47),False
63320,Saint-Avit,63,84,Saint-Avit (63),False
81242,Saint-Avit,81,76,Saint-Avit (81),False
32364,Saint-Avit-Frandat,32,76,Saint-Avit-Frandat (32),False
24378,Saint-Avit-Rivière,24,75,Saint-Avit-Rivière (24),False
33378,Saint-Avit-Saint-Nazaire,33,75,Saint-Avit-Saint-Nazaire (33),False
24379,Saint-Avit-Sénieur,24,75,Saint-Avit-Sénieur (24),False
33377,Saint-Avit-de-Soulège,33,75,Saint-Avit-de-Soulège (33),False
